2,200,2020-12-02 23:19:34.199239
1,100,2020-12-04 14:22:55.003821
1,0,2020-12-04 14:31:33.136171
2,400,2020-12-04 14:36:08.527572
3,1300,2020-12-04 14:42:30.490448
1,0,2020-12-04 14:43:41.016511
1,0,2020-12-04 14:46:03.074927
1,0,2020-12-04 14:48:02.955549
1,0,2020-12-04 14:48:19.038638
1,0,2020-12-04 14:51:07.409313
